company_id,type,rule_id,text,confidence_pct
ADANIPOWER,pro,CF_PRO_04,"Latest free-cash-flow conversion was 96.83%, indicating strong conversion of reported profit into free cash flow",84.68
ADANIPOWER,pro,CF_PRO_05,"Average free cash flow was positive at 5050.08, indicating positive cash generation across the available periods",78.0
AMBUJACEM,con,CF_CON_02,"Negative free cash flow occurred in 2 of 11 periods, indicating periods of cash-generation pressure",72.55
AMBUJACEM,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 2 periods, indicating higher investment requirements",73.64
AMBUJACEM,con,CF_CON_07,"Latest free cash flow was negative at -3295.00, indicating current cash-generation pressure",88.0
AMBUJACEM,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
AMBUJACEM,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 9 of 11 periods, indicating strong cash support for reported earnings",95.0
AMBUJACEM,pro,CF_PRO_02,"Free cash flow was positive in 9 of 11 periods, supporting internal cash generation",90.45
AMBUJACEM,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 2 periods, suggesting relatively lower capital expenditure intensity",75.64
AMBUJACEM,pro,CF_PRO_05,"Average free cash flow was positive at 1297.00, indicating positive cash generation across the available periods",78.0
AMBUJACEM,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
APOLLOHOSP,con,CF_CON_02,"Negative free cash flow occurred in 4 of 12 periods, indicating periods of cash-generation pressure",76.33
APOLLOHOSP,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 7 periods, indicating higher investment requirements",81.67
APOLLOHOSP,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
APOLLOHOSP,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 12 of 12 periods, indicating strong cash support for reported earnings",95.0
APOLLOHOSP,pro,CF_PRO_02,"Free cash flow was positive in 8 of 12 periods, supporting internal cash generation",86.67
APOLLOHOSP,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 1 periods, suggesting relatively lower capital expenditure intensity",73.67
APOLLOHOSP,pro,CF_PRO_05,"Average free cash flow was positive at 182.08, indicating positive cash generation across the available periods",78.0
APOLLOHOSP,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
ASIANPAINT,con,CF_CON_01,"Accrual Risk was observed in 1 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",72.5
ASIANPAINT,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 1 periods, indicating higher investment requirements",71.67
ASIANPAINT,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 8 of 12 periods, indicating strong cash support for reported earnings",91.67
ASIANPAINT,pro,CF_PRO_02,"Free cash flow was positive in 12 of 12 periods, supporting internal cash generation",95.0
ASIANPAINT,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 3 periods, suggesting relatively lower capital expenditure intensity",77.0
ASIANPAINT,pro,CF_PRO_05,"Average free cash flow was positive at 1616.08, indicating positive cash generation across the available periods",78.0
ASIANPAINT,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
AXISBANK,con,CF_CON_01,"Accrual Risk was observed in 5 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",82.5
AXISBANK,con,CF_CON_02,"Negative free cash flow occurred in 7 of 12 periods, indicating periods of cash-generation pressure",82.58
AXISBANK,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 12 periods, indicating higher investment requirements",90.0
AXISBANK,con,CF_CON_04,"Growth funded by debt was observed in 3 periods, indicating reliance on debt financing for growth",80.0
AXISBANK,con,CF_CON_05,"Distress Signal patterns appeared in 1 periods, indicating potential cash-flow stress that should be monitored",81.25
AXISBANK,con,CF_CON_07,"Latest free cash flow was negative at -14556.00, indicating current cash-generation pressure",88.0
AXISBANK,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
AXISBANK,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 7 of 12 periods, indicating strong cash support for reported earnings",89.58
AXISBANK,pro,CF_PRO_02,"Free cash flow was positive in 5 of 12 periods, supporting internal cash generation",80.42
BAJAJ-AUTO,con,CF_CON_02,"Negative free cash flow occurred in 2 of 24 periods, indicating periods of cash-generation pressure",70.08
BAJAJ-AUTO,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 6 periods, indicating higher investment requirements",75.0
BAJAJ-AUTO,con,CF_CON_06,"Liquidating Assets patterns appeared in 6 periods, indicating that asset sales may have contributed to cash generation",77.0
BAJAJ-AUTO,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 4 of 24 periods, indicating strong cash support for reported earnings",79.17
BAJAJ-AUTO,pro,CF_PRO_02,"Free cash flow was positive in 22 of 24 periods, supporting internal cash generation",92.92
BAJAJ-AUTO,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 10 periods, suggesting relatively lower capital expenditure intensity",80.33
BAJAJ-AUTO,pro,CF_PRO_04,"Latest free-cash-flow conversion was 74.00%, indicating strong conversion of reported profit into free cash flow",82.4
BAJAJ-AUTO,pro,CF_PRO_05,"Average free cash flow was positive at 2930.75, indicating positive cash generation across the available periods",78.0
BAJAJFINSV,con,CF_CON_01,"Accrual Risk was observed in 11 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",95.0
BAJAJFINSV,con,CF_CON_02,"Negative free cash flow occurred in 11 of 12 periods, indicating periods of cash-generation pressure",90.92
BAJAJFINSV,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 7 periods, indicating higher investment requirements",81.67
BAJAJFINSV,con,CF_CON_04,"Growth funded by debt was observed in 6 periods, indicating reliance on debt financing for growth",85.0
BAJAJFINSV,con,CF_CON_05,"Distress Signal patterns appeared in 5 periods, indicating potential cash-flow stress that should be monitored",86.25
BAJAJFINSV,con,CF_CON_07,"Latest free cash flow was negative at -79634.00, indicating current cash-generation pressure",88.0
BAJAJFINSV,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
BAJAJFINSV,pro,CF_PRO_02,"Free cash flow was positive in 1 of 12 periods, supporting internal cash generation",72.08
BAJAJFINSV,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 3 periods, suggesting relatively lower capital expenditure intensity",77.0
BAJAJHLDNG,con,CF_CON_01,"Accrual Risk was observed in 9 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",92.5
BAJAJHLDNG,con,CF_CON_02,"Negative free cash flow occurred in 2 of 12 periods, indicating periods of cash-generation pressure",72.17
BAJAJHLDNG,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 12 periods, indicating higher investment requirements",90.0
BAJAJHLDNG,con,CF_CON_06,"Liquidating Assets patterns appeared in 1 periods, indicating that asset sales may have contributed to cash generation",73.67
BAJAJHLDNG,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
BAJAJHLDNG,pro,CF_PRO_02,"Free cash flow was positive in 10 of 12 periods, supporting internal cash generation",90.83
BAJAJHLDNG,pro,CF_PRO_04,"Latest free-cash-flow conversion was 94.05%, indicating strong conversion of reported profit into free cash flow",84.4
BAJAJHLDNG,pro,CF_PRO_05,"Average free cash flow was positive at 686.33, indicating positive cash generation across the available periods",78.0
BAJFINANCE,con,CF_CON_01,"Accrual Risk was observed in 10 of 10 periods, indicating that reported earnings were not always strongly supported by operating cash flow",95.0
BAJFINANCE,con,CF_CON_02,"Negative free cash flow occurred in 10 of 10 periods, indicating periods of cash-generation pressure",93.0
BAJFINANCE,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 8 periods, indicating higher investment requirements",86.0
BAJFINANCE,con,CF_CON_04,"Growth funded by debt was observed in 8 periods, indicating reliance on debt financing for growth",91.0
BAJFINANCE,con,CF_CON_05,"Distress Signal patterns appeared in 2 periods, indicating potential cash-flow stress that should be monitored",83.0
BAJFINANCE,con,CF_CON_07,"Latest free cash flow was negative at -79931.00, indicating current cash-generation pressure",88.0
BAJFINANCE,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
BAJFINANCE,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 1 periods, suggesting relatively lower capital expenditure intensity",74.0
BANKBARODA,con,CF_CON_01,"Accrual Risk was observed in 4 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",80.0
BANKBARODA,con,CF_CON_02,"Negative free cash flow occurred in 6 of 12 periods, indicating periods of cash-generation pressure",80.5
BANKBARODA,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 1 periods, indicating higher investment requirements",71.67
BANKBARODA,con,CF_CON_04,"Growth funded by debt was observed in 3 periods, indicating reliance on debt financing for growth",80.0
BANKBARODA,con,CF_CON_07,"Latest free cash flow was negative at -7559.00, indicating current cash-generation pressure",88.0
BANKBARODA,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 7 of 12 periods, indicating strong cash support for reported earnings",89.58
BANKBARODA,pro,CF_PRO_02,"Free cash flow was positive in 6 of 12 periods, supporting internal cash generation",82.5
BANKBARODA,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 9 periods, suggesting relatively lower capital expenditure intensity",87.0
BANKBARODA,pro,CF_PRO_05,"Average free cash flow was positive at 855.25, indicating positive cash generation across the available periods",78.0
BEL,con,CF_CON_01,"Accrual Risk was observed in 5 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",82.5
BEL,con,CF_CON_02,"Negative free cash flow occurred in 3 of 12 periods, indicating periods of cash-generation pressure",74.25
BEL,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 9 periods, indicating higher investment requirements",85.0
BEL,con,CF_CON_06,"Liquidating Assets patterns appeared in 1 periods, indicating that asset sales may have contributed to cash generation",73.67
BEL,con,CF_CON_07,"Latest free cash flow was negative at -1265.00, indicating current cash-generation pressure",88.0
BEL,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
BEL,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 6 of 12 periods, indicating strong cash support for reported earnings",87.5
BEL,pro,CF_PRO_02,"Free cash flow was positive in 9 of 12 periods, supporting internal cash generation",88.75
BEL,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 1 periods, suggesting relatively lower capital expenditure intensity",73.67
BEL,pro,CF_PRO_05,"Average free cash flow was positive at 930.33, indicating positive cash generation across the available periods",78.0
BEL,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
BHARTIARTL,con,CF_CON_01,"Accrual Risk was observed in 2 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",75.0
BHARTIARTL,con,CF_CON_02,"Negative free cash flow occurred in 3 of 12 periods, indicating periods of cash-generation pressure",74.25
BHARTIARTL,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 12 periods, indicating higher investment requirements",90.0
BHARTIARTL,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
BHARTIARTL,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 10 of 12 periods, indicating strong cash support for reported earnings",95.0
BHARTIARTL,pro,CF_PRO_02,"Free cash flow was positive in 9 of 12 periods, supporting internal cash generation",88.75
BHARTIARTL,pro,CF_PRO_05,"Average free cash flow was positive at 7731.83, indicating positive cash generation across the available periods",78.0
BHARTIARTL,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
BHEL,con,CF_CON_01,"Accrual Risk was observed in 6 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",85.0
BHEL,con,CF_CON_02,"Negative free cash flow occurred in 5 of 12 periods, indicating periods of cash-generation pressure",78.42
BHEL,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 1 periods, indicating higher investment requirements",71.67
BHEL,con,CF_CON_05,"Distress Signal patterns appeared in 3 periods, indicating potential cash-flow stress that should be monitored",83.75
BHEL,con,CF_CON_06,"Liquidating Assets patterns appeared in 3 periods, indicating that asset sales may have contributed to cash generation",77.0
BHEL,con,CF_CON_07,"Latest free cash flow was negative at -2382.00, indicating current cash-generation pressure",88.0
BHEL,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 5 of 12 periods, indicating strong cash support for reported earnings",85.42
BHEL,pro,CF_PRO_02,"Free cash flow was positive in 7 of 12 periods, supporting internal cash generation",84.58
BHEL,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 6 periods, suggesting relatively lower capital expenditure intensity",82.0
BHEL,pro,CF_PRO_05,"Average free cash flow was positive at 297.00, indicating positive cash generation across the available periods",78.0
BOSCHLTD,con,CF_CON_01,"Accrual Risk was observed in 2 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",75.0
BOSCHLTD,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 8 periods, indicating higher investment requirements",83.33
BOSCHLTD,con,CF_CON_06,"Liquidating Assets patterns appeared in 4 periods, indicating that asset sales may have contributed to cash generation",78.67
BOSCHLTD,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 5 of 12 periods, indicating strong cash support for reported earnings",85.42
BOSCHLTD,pro,CF_PRO_02,"Free cash flow was positive in 12 of 12 periods, supporting internal cash generation",95.0
BOSCHLTD,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 3 periods, suggesting relatively lower capital expenditure intensity",77.0
BOSCHLTD,pro,CF_PRO_04,"Latest free-cash-flow conversion was 73.32%, indicating strong conversion of reported profit into free cash flow",82.33
BOSCHLTD,pro,CF_PRO_05,"Average free cash flow was positive at 875.00, indicating positive cash generation across the available periods",78.0
BPCL,con,CF_CON_02,"Negative free cash flow occurred in 3 of 12 periods, indicating periods of cash-generation pressure",74.25
BPCL,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 11 of 12 periods, indicating strong cash support for reported earnings",95.0
BPCL,pro,CF_PRO_02,"Free cash flow was positive in 9 of 12 periods, supporting internal cash generation",88.75
BPCL,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 7 periods, suggesting relatively lower capital expenditure intensity",83.67
BPCL,pro,CF_PRO_04,"Latest free-cash-flow conversion was 57.65%, indicating strong conversion of reported profit into free cash flow",80.77
BPCL,pro,CF_PRO_05,"Average free cash flow was positive at 6216.33, indicating positive cash generation across the available periods",78.0
BPCL,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
BRITANNIA,con,CF_CON_01,"Accrual Risk was observed in 1 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",72.5
BRITANNIA,con,CF_CON_02,"Negative free cash flow occurred in 1 of 12 periods, indicating periods of cash-generation pressure",70.08
BRITANNIA,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 4 periods, indicating higher investment requirements",76.67
BRITANNIA,con,CF_CON_06,"Liquidating Assets patterns appeared in 4 periods, indicating that asset sales may have contributed to cash generation",78.67
BRITANNIA,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 9 of 12 periods, indicating strong cash support for reported earnings",93.75
BRITANNIA,pro,CF_PRO_02,"Free cash flow was positive in 11 of 12 periods, supporting internal cash generation",92.92
BRITANNIA,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 3 periods, suggesting relatively lower capital expenditure intensity",77.0
BRITANNIA,pro,CF_PRO_04,"Latest free-cash-flow conversion was 96.31%, indicating strong conversion of reported profit into free cash flow",84.63
BRITANNIA,pro,CF_PRO_05,"Average free cash flow was positive at 883.25, indicating positive cash generation across the available periods",78.0
BRITANNIA,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
CANBK,con,CF_CON_01,"Accrual Risk was observed in 3 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",77.5
CANBK,con,CF_CON_02,"Negative free cash flow occurred in 4 of 12 periods, indicating periods of cash-generation pressure",76.33
CANBK,con,CF_CON_04,"Growth funded by debt was observed in 3 periods, indicating reliance on debt financing for growth",80.0
CANBK,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 8 of 12 periods, indicating strong cash support for reported earnings",91.67
CANBK,pro,CF_PRO_02,"Free cash flow was positive in 8 of 12 periods, supporting internal cash generation",86.67
CANBK,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 12 periods, suggesting relatively lower capital expenditure intensity",92.0
CANBK,pro,CF_PRO_05,"Average free cash flow was positive at 5623.83, indicating positive cash generation across the available periods",78.0
CHOLAFIN,con,CF_CON_01,"Accrual Risk was observed in 12 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",95.0
CHOLAFIN,con,CF_CON_02,"Negative free cash flow occurred in 12 of 12 periods, indicating periods of cash-generation pressure",93.0
CHOLAFIN,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 4 periods, indicating higher investment requirements",76.67
CHOLAFIN,con,CF_CON_04,"Growth funded by debt was observed in 10 periods, indicating reliance on debt financing for growth",91.67
CHOLAFIN,con,CF_CON_05,"Distress Signal patterns appeared in 2 periods, indicating potential cash-flow stress that should be monitored",82.5
CHOLAFIN,con,CF_CON_07,"Latest free cash flow was negative at -38538.00, indicating current cash-generation pressure",88.0
CHOLAFIN,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
CHOLAFIN,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 6 periods, suggesting relatively lower capital expenditure intensity",82.0
CIPLA,con,CF_CON_02,"Negative free cash flow occurred in 2 of 12 periods, indicating periods of cash-generation pressure",72.17
CIPLA,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 10 periods, indicating higher investment requirements",86.67
CIPLA,con,CF_CON_06,"Liquidating Assets patterns appeared in 1 periods, indicating that asset sales may have contributed to cash generation",73.67
CIPLA,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
CIPLA,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 9 of 12 periods, indicating strong cash support for reported earnings",93.75
CIPLA,pro,CF_PRO_02,"Free cash flow was positive in 10 of 12 periods, supporting internal cash generation",90.83
CIPLA,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 1 periods, suggesting relatively lower capital expenditure intensity",73.67
CIPLA,pro,CF_PRO_05,"Average free cash flow was positive at 568.25, indicating positive cash generation across the available periods",78.0
COALINDIA,con,CF_CON_01,"Accrual Risk was observed in 2 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",75.0
COALINDIA,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 5 periods, indicating higher investment requirements",78.33
COALINDIA,con,CF_CON_06,"Liquidating Assets patterns appeared in 6 periods, indicating that asset sales may have contributed to cash generation",82.0
COALINDIA,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 5 of 12 periods, indicating strong cash support for reported earnings",85.42
COALINDIA,pro,CF_PRO_02,"Free cash flow was positive in 12 of 12 periods, supporting internal cash generation",95.0
COALINDIA,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 5 periods, suggesting relatively lower capital expenditure intensity",80.33
COALINDIA,pro,CF_PRO_05,"Average free cash flow was positive at 13647.58, indicating positive cash generation across the available periods",78.0
DABUR,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 6 periods, indicating higher investment requirements",80.0
DABUR,con,CF_CON_06,"Liquidating Assets patterns appeared in 1 periods, indicating that asset sales may have contributed to cash generation",73.67
DABUR,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 7 of 12 periods, indicating strong cash support for reported earnings",89.58
DABUR,pro,CF_PRO_02,"Free cash flow was positive in 12 of 12 periods, supporting internal cash generation",95.0
DABUR,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 1 periods, suggesting relatively lower capital expenditure intensity",73.67
DABUR,pro,CF_PRO_05,"Average free cash flow was positive at 746.83, indicating positive cash generation across the available periods",78.0
DABUR,pro,CF_PRO_06,"Latest operating cash-flow quality is High Quality, providing strong cash-flow support for current earnings",90.0
DIVISLAB,con,CF_CON_02,"Negative free cash flow occurred in 2 of 12 periods, indicating periods of cash-generation pressure",72.17
DIVISLAB,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 9 periods, indicating higher investment requirements",85.0
DIVISLAB,con,CF_CON_06,"Liquidating Assets patterns appeared in 1 periods, indicating that asset sales may have contributed to cash generation",73.67
DIVISLAB,pro,CF_PRO_01,"Operating cash flow quality was High Quality in 2 of 12 periods, indicating strong cash support for reported earnings",79.17
DIVISLAB,pro,CF_PRO_02,"Free cash flow was positive in 10 of 12 periods, supporting internal cash generation",90.83
DIVISLAB,pro,CF_PRO_03,"Asset-light cash-flow characteristics appeared in 2 periods, suggesting relatively lower capital expenditure intensity",75.33
DIVISLAB,pro,CF_PRO_05,"Average free cash flow was positive at 467.25, indicating positive cash generation across the available periods",78.0
DLF,con,CF_CON_01,"Accrual Risk was observed in 3 of 12 periods, indicating that reported earnings were not always strongly supported by operating cash flow",77.5
DLF,con,CF_CON_02,"Negative free cash flow occurred in 2 of 12 periods, indicating periods of cash-generation pressure",72.17
DLF,con,CF_CON_03,"Capital-intensive cash-flow characteristics appeared in 8 periods, indicating higher investment requirements",83.33
DLF,con,CF_CON_05,"Distress Signal patterns appeared in 1 periods, indicating potential cash-flow stress that should be monitored",81.25
DLF,con,CF_CON_06,"Liquidating Assets patterns appeared in 6 periods, indicating that asset sales may have contributed to cash generation",82.0
DLF,con,CF_CON_08,"Latest period is classified as Capital Intensive, indicating relatively high capital expenditure requirements",85.0
