company_id,type,rule_id,text,confidence_pct
BAJFINANCE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,64.2
BAJFINANCE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.5
BAJFINANCE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.57
BAJFINANCE,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.89
BAJFINANCE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJFINANCE,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.62
BAJFINANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
BANKBARODA,con,CON_01,Debt-to-equity ratio of 12.14 is elevated for a non-financial company and warrants monitoring,100.0
BANKBARODA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
BANKBARODA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.68
BANKBARODA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84.98
BANKBARODA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
BANKBARODA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BANKBARODA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
BEL,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
BEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72.6
BEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
BHARTIARTL,con,CON_01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,69.14
BHARTIARTL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BHARTIARTL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.88
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.1
BHEL,pro,FALLBACK_PRO,Revenue growth remains positive over the available 5-year period,65.0
BOSCHLTD,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
BOSCHLTD,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
BOSCHLTD,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.36
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BOSCHLTD,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
BOSCHLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.6
BOSCHLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BPCL,con,FALLBACK_CON,Revenue growth remains relatively moderate and should be monitored,80.0
BPCL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BPCL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.34
BPCL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BPCL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BPCL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
BPCL,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BRITANNIA,con,FALLBACK_CON,Revenue growth remains relatively moderate and should be monitored,80.0
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BRITANNIA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
BRITANNIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
CANBK,con,CON_01,Debt-to-equity ratio of 14.87 is elevated for a non-financial company and warrants monitoring,100.0
CANBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.48
CANBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.26
CANBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.51
CANBK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
CHOLAFIN,con,CON_01,Debt-to-equity ratio of 6.86 is elevated for a non-financial company and warrants monitoring,100.0
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
CHOLAFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
CHOLAFIN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,60.4
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.8
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.2
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.39
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87.5
CHOLAFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
CIPLA,con,FALLBACK_CON,Revenue growth remains relatively moderate and should be monitored,80.0
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.74
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
CIPLA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.38
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
COALINDIA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
COALINDIA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.42
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DABUR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
DIVISLAB,con,FALLBACK_CON,Revenue growth remains relatively moderate and should be monitored,80.0
DIVISLAB,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,98.0
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.34
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DIVISLAB,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
DIVISLAB,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.04
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70.75
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.1
DLF,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
DMART,con,FALLBACK_CON,Return on equity is moderate and warrants monitoring,75.0
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.26
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.0
DMART,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
DRREDDY,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
DRREDDY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,62.8
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.64
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.82
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DRREDDY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.34
DRREDDY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
EICHERMOT,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
EICHERMOT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,68.4
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.36
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
EICHERMOT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
EICHERMOT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.84
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
GAIL,con,FALLBACK_CON,Profit growth remains relatively moderate and should be monitored,80.0
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
GAIL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year,95.0
GODREJCP,pro,FALLBACK_PRO,Positive return on capital employed indicates the business is generating returns on invested capital,65.0
GRASIM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.8
GRASIM,pro,FALLBACK_PRO,Revenue growth remains positive over the available 5-year period,65.0
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,77.8
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.18
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.61
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HAL,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.54
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
HAVELLS,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
HAVELLS,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.96
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HAVELLS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.6
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HCLTECH,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HDFCBANK,con,CON_01,Debt-to-equity ratio of 6.81 is elevated for a non-financial company and warrants monitoring,100.0
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,61.98
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.32
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.82
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.19
HDFCBANK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HDFCLIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.56
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.92
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HEROMOTOCO,con,FALLBACK_CON,Revenue growth remains relatively moderate and should be monitored,80.0
HEROMOTOCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,64.0
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HEROMOTOCO,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HINDALCO,con,FALLBACK_CON,Return on capital employed is moderate and warrants monitoring,75.0
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.64
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDALCO,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HINDALCO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.86
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
HINDALCO,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
HINDUNILVR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,90.0
HINDUNILVR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,60.4
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDUNILVR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
ICICIBANK,con,CON_01,Debt-to-equity ratio of 6.45 is elevated for a non-financial company and warrants monitoring,100.0
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
ICICIBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,63.98
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.6
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.62
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,84.15
ICICIBANK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
ICICIGI,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ICICIGI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.26
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIGI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
ICICIGI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
ICICIPRULI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65.0
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,89.68
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIPRULI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
INDIGO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.84
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
INDUSINDBK,con,CON_01,Debt-to-equity ratio of 6.89 is elevated for a non-financial company and warrants monitoring,100.0
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.28
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,87.11
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.0
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83.6
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IOC,con,FALLBACK_CON,Revenue growth remains relatively moderate and should be monitored,80.0
IOC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70.88
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IOC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
IOC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
IRCTC,con,FALLBACK_CON,No major negative signal was detected by the available rules; continued monitoring is recommended,61.0
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.67
